date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:05:45	20837/20837	---M--	200	added ('OK')	image/png	etag:%2261a7a7a6-5165%22	https://www.athenastudio.co/themes/naxos/images/clients/company-6.png	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/clients/company-6.png	(from https://www.athenastudio.co/themes/naxos/image.html)
15:05:45	22755/22755	---M--	200	added ('OK')	image/png	etag:%2261a7a7a6-58e3%22	https://www.athenastudio.co/themes/naxos/images/clients/company-7.png	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/clients/company-7.png	(from https://www.athenastudio.co/themes/naxos/image.html)
15:05:45	28013/28013	---M--	200	added ('OK')	image/png	etag:%2261a7a7a6-6d6d%22	https://www.athenastudio.co/themes/naxos/images/clients/company-8.png	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/clients/company-8.png	(from https://www.athenastudio.co/themes/naxos/image.html)
15:05:46	216093/216093	---M--	200	added ('OK')	image/png	etag:%2261a7a7a7-34c1d%22	https://www.athenastudio.co/themes/naxos/images/features/awesome-features.png	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/features/awesome-features.png	(from https://www.athenastudio.co/themes/naxos/image.html)
15:05:47	219171/219171	---M--	200	added ('OK')	image/png	etag:%2261a7a7ac-35823%22	https://www.athenastudio.co/themes/naxos/images/overview/track-time.png	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/overview/track-time.png	(from https://www.athenastudio.co/themes/naxos/image.html)
15:05:47	269560/269560	---M--	200	added ('OK')	image/png	etag:%2261a7a7a8-41cf8%22	https://www.athenastudio.co/themes/naxos/images/overview/daily-schedule.png	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/overview/daily-schedule.png	(from https://www.athenastudio.co/themes/naxos/image.html)
15:05:47	100576/100576	---M--	200	added ('OK')	image/jpeg	etag:%2261a7a7c1-188e0%22	https://www.athenastudio.co/themes/naxos/images/testimonials/client-1.jpg	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/testimonials/client-1.jpg	(from https://www.athenastudio.co/themes/naxos/image.html)
15:05:47	526958/526958	---M--	200	added ('OK')	image/jpeg	etag:%2261a7a7b4-80a6e%22	https://www.athenastudio.co/themes/naxos/images/parallax/video.jpg	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/parallax/video.jpg	(from https://www.athenastudio.co/themes/naxos/image.html)
15:05:48	78406/78406	---M--	200	added ('OK')	image/jpeg	etag:%2261a7a7c1-13246%22	https://www.athenastudio.co/themes/naxos/images/testimonials/client-2.jpg	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/testimonials/client-2.jpg	(from https://www.athenastudio.co/themes/naxos/image.html)
15:05:49	78554/78554	---M--	200	added ('OK')	image/jpeg	etag:%2261a7a7c2-132da%22	https://www.athenastudio.co/themes/naxos/images/testimonials/client-3.jpg	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/testimonials/client-3.jpg	(from https://www.athenastudio.co/themes/naxos/image.html)
15:05:49	72153/72153	---M--	200	added ('OK')	image/jpeg	etag:%2261a7a7c1-119d9%22	https://www.athenastudio.co/themes/naxos/images/testimonials/client-4.jpg	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/testimonials/client-4.jpg	(from https://www.athenastudio.co/themes/naxos/image.html)
15:05:50	50787/50787	---M--	200	added ('OK')	image/jpeg	etag:%2261a7a7c1-c663%22	https://www.athenastudio.co/themes/naxos/images/testimonials/client-5.jpg	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/testimonials/client-5.jpg	(from https://www.athenastudio.co/themes/naxos/image.html)
15:05:50	64319/64319	---M--	200	added ('OK')	image/jpeg	etag:%2261a7a7c2-fb3f%22	https://www.athenastudio.co/themes/naxos/images/testimonials/client-6.jpg	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/testimonials/client-6.jpg	(from https://www.athenastudio.co/themes/naxos/image.html)
15:05:51	57781/57781	---M--	200	added ('OK')	image/jpeg	etag:%2261a7a7c2-e1b5%22	https://www.athenastudio.co/themes/naxos/images/testimonials/client-7.jpg	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/testimonials/client-7.jpg	(from https://www.athenastudio.co/themes/naxos/image.html)
15:05:52	70205/70205	---M--	200	added ('OK')	image/jpeg	etag:%2261a7a7c2-1123d%22	https://www.athenastudio.co/themes/naxos/images/testimonials/client-8.jpg	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/testimonials/client-8.jpg	(from https://www.athenastudio.co/themes/naxos/image.html)
15:05:52	62737/62737	---M--	200	added ('OK')	image/jpeg	etag:%2261a7a7c3-f511%22	https://www.athenastudio.co/themes/naxos/images/testimonials/client-9.jpg	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/testimonials/client-9.jpg	(from https://www.athenastudio.co/themes/naxos/image.html)
15:05:53	516199/516199	---M--	200	added ('OK')	image/jpeg	etag:%2261a7a7b1-7e067%22	https://www.athenastudio.co/themes/naxos/images/parallax/counters.jpg	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/parallax/counters.jpg	(from https://www.athenastudio.co/themes/naxos/image.html)
15:05:54	124186/124186	---M--	200	added ('OK')	image/jpeg	etag:%2261a7a7bf-1e51a%22	https://www.athenastudio.co/themes/naxos/images/team/member-1.jpg	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/team/member-1.jpg	(from https://www.athenastudio.co/themes/naxos/image.html)
15:05:54	16547/16547	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Jan%202024%2015:08:22%20GMT	https://www.athenastudio.co/themes/naxos/worker.html	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/worker.html	(from https://www.athenastudio.co/themes/naxos/image.html)
15:05:55	88616/88616	---M--	200	added ('OK')	image/jpeg	etag:%2261a7a7bf-15a28%22	https://www.athenastudio.co/themes/naxos/images/team/member-3.jpg	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/team/member-3.jpg	(from https://www.athenastudio.co/themes/naxos/image.html)
15:05:55	121571/121571	---M--	200	added ('OK')	image/jpeg	etag:%2261a7a7bf-1dae3%22	https://www.athenastudio.co/themes/naxos/images/team/member-2.jpg	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/team/member-2.jpg	(from https://www.athenastudio.co/themes/naxos/image.html)
15:05:56	108886/108886	---M--	200	added ('OK')	image/jpeg	etag:%2261a7a7c0-1a956%22	https://www.athenastudio.co/themes/naxos/images/team/member-4.jpg	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/team/member-4.jpg	(from https://www.athenastudio.co/themes/naxos/image.html)
15:05:57	185922/185922	---M--	200	added ('OK')	image/jpeg	etag:%2261a7a7b8-2d642%22	https://www.athenastudio.co/themes/naxos/images/screenshots/screenshot-2.jpg	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/screenshots/screenshot-2.jpg	(from https://www.athenastudio.co/themes/naxos/image.html)
15:05:57	441869/441869	---M--	200	added ('OK')	image/jpeg	etag:%2261a7a7bc-6be0d%22	https://www.athenastudio.co/themes/naxos/images/screenshots/screenshot-3.jpg	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/screenshots/screenshot-3.jpg	(from https://www.athenastudio.co/themes/naxos/image.html)
15:05:57	331590/331590	---M--	200	added ('OK')	image/jpeg	etag:%2261a7a7bc-50f46%22	https://www.athenastudio.co/themes/naxos/images/screenshots/screenshot-4.jpg	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/screenshots/screenshot-4.jpg	(from https://www.athenastudio.co/themes/naxos/image.html)
15:05:58	726160/726160	---M--	200	added ('OK')	image/jpeg	etag:%2261a7a7b7-b1490%22	https://www.athenastudio.co/themes/naxos/images/screenshots/screenshot-1.jpg	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/screenshots/screenshot-1.jpg	(from https://www.athenastudio.co/themes/naxos/image.html)
15:05:58	117375/117375	---M--	200	added ('OK')	image/jpeg	etag:%2261a7a7c0-1ca7f%22	https://www.athenastudio.co/themes/naxos/images/screenshots/screenshot-5.jpg	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/screenshots/screenshot-5.jpg	(from https://www.athenastudio.co/themes/naxos/image.html)
15:05:59	267724/267724	---M--	200	added ('OK')	image/jpeg	etag:%2261a7a7be-415cc%22	https://www.athenastudio.co/themes/naxos/images/screenshots/screenshot-7.jpg	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/screenshots/screenshot-7.jpg	(from https://www.athenastudio.co/themes/naxos/image.html)
15:05:59	252770/252770	---M--	200	added ('OK')	image/jpeg	etag:%2261a7a7be-3db62%22	https://www.athenastudio.co/themes/naxos/images/screenshots/screenshot-8.jpg	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/screenshots/screenshot-8.jpg	(from https://www.athenastudio.co/themes/naxos/image.html)
15:05:59	400487/400487	---M--	200	added ('OK')	image/jpeg	etag:%2261a7a7c1-61c67%22	https://www.athenastudio.co/themes/naxos/images/screenshots/screenshot-6.jpg	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/screenshots/screenshot-6.jpg	(from https://www.athenastudio.co/themes/naxos/image.html)
15:05:59	1428921/1428921	---M--	200	added ('OK')	image/jpeg	etag:%2261a7a7b8-15cdb9%22	https://www.athenastudio.co/themes/naxos/images/parallax/subscribe.jpg	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/parallax/subscribe.jpg	(from https://www.athenastudio.co/themes/naxos/image.html)
15:06:00	28954/28954	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Jan%202024%2015:08:25%20GMT	https://www.athenastudio.co/themes/naxos/blog-post.html	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/blog-post.html	(from https://www.athenastudio.co/themes/naxos/image.html)
15:06:00	1218071/1218071	---M--	200	added ('OK')	image/jpeg	etag:%2261a7a7a6-129617%22	https://www.athenastudio.co/themes/naxos/images/blog/post-1.jpg	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/blog/post-1.jpg	(from https://www.athenastudio.co/themes/naxos/image.html)
15:06:01	1208816/1208816	---M--	200	added ('OK')	image/jpeg	etag:%2261a7a7a5-1271f0%22	https://www.athenastudio.co/themes/naxos/images/blog/post-3.jpg	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/blog/post-3.jpg	(from https://www.athenastudio.co/themes/naxos/image.html)
15:06:01	137215/137215	---M--	200	added ('OK')	image/png	etag:%2261a7a7a7-217ff%22	https://www.athenastudio.co/themes/naxos/images/mobile-phone.png	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/mobile-phone.png	(from https://www.athenastudio.co/themes/naxos/image.html)
15:06:01	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266f525c6-4d7%22	https://www.athenastudio.co/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://www.athenastudio.co/themes/naxos/image.html)
15:06:01	651955/651955	---M--	200	added ('OK')	image/jpeg	etag:%2261a7a7a2-9f2b3%22	https://www.athenastudio.co/themes/naxos/images/blog/post-2.jpg	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/images/blog/post-2.jpg	(from https://www.athenastudio.co/themes/naxos/image.html)
15:06:01	89795/89795	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264b191c8-15ec3%22	https://www.athenastudio.co/themes/naxos/assets/library/jquery/jquery.js	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/assets/library/jquery/jquery.js	(from https://www.athenastudio.co/themes/naxos/image.html)
15:06:02	2532/2532	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264b191c6-9e4%22	https://www.athenastudio.co/themes/naxos/assets/library/jquery/jquery-easing.js	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/assets/library/jquery/jquery-easing.js	(from https://www.athenastudio.co/themes/naxos/image.html)
15:06:02	60348/60348	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264b191d2-ebbc%22	https://www.athenastudio.co/themes/naxos/assets/library/bootstrap/js/bootstrap.min.js	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/assets/library/bootstrap/js/bootstrap.min.js	(from https://www.athenastudio.co/themes/naxos/image.html)
15:06:03	1658/1658	---MCZ	200	added ('OK')	application/javascript	etag:W/%22620655a7-67a%22	https://www.athenastudio.co/themes/naxos/assets/library/retina/retina.min.js	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/assets/library/retina/retina.min.js	(from https://www.athenastudio.co/themes/naxos/image.html)
15:06:03	17623/17623	---MCZ	200	added ('OK')	application/javascript	etag:W/%22620655a7-44d7%22	https://www.athenastudio.co/themes/naxos/assets/library/backstretch/jquery.backstretch.min.js	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/assets/library/backstretch/jquery.backstretch.min.js	(from https://www.athenastudio.co/themes/naxos/image.html)
15:06:04	139098/139098	---MCZ	200	added ('OK')	application/javascript	etag:W/%22620655a7-21f5a%22	https://www.athenastudio.co/themes/naxos/assets/library/swiper/swiper-bundle.min.js	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/assets/library/swiper/swiper-bundle.min.js	(from https://www.athenastudio.co/themes/naxos/image.html)
15:06:04	44342/44342	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261a7a785-ad36%22	https://www.athenastudio.co/themes/naxos/assets/library/owlcarousel/owl.carousel.min.js	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/assets/library/owlcarousel/owl.carousel.min.js	(from https://www.athenastudio.co/themes/naxos/image.html)
15:06:05	89972/89972	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261a7a792-15f74%22	https://www.athenastudio.co/themes/naxos/assets/library/slick/slick.js	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/assets/library/slick/slick.js	(from https://www.athenastudio.co/themes/naxos/image.html)
15:06:05	9028/9028	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261a7a793-2344%22	https://www.athenastudio.co/themes/naxos/assets/library/waypoints/jquery.waypoints.min.js	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/assets/library/waypoints/jquery.waypoints.min.js	(from https://www.athenastudio.co/themes/naxos/image.html)
15:06:06	35445/35445	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261a7a776-8a75%22	https://www.athenastudio.co/themes/naxos/assets/library/isotope/isotope.pkgd.min.js	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/assets/library/isotope/isotope.pkgd.min.js	(from https://www.athenastudio.co/themes/naxos/image.html)
15:06:06	1959/1959	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261a7a792-7a7%22	https://www.athenastudio.co/themes/naxos/assets/library/waitforimages/jquery.waitforimages.min.js	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/assets/library/waitforimages/jquery.waitforimages.min.js	(from https://www.athenastudio.co/themes/naxos/image.html)
15:06:07	52074/52074	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261a7a778-cb6a%22	https://www.athenastudio.co/themes/naxos/assets/library/lightcase/js/lightcase.js	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/assets/library/lightcase/js/lightcase.js	(from https://www.athenastudio.co/themes/naxos/image.html)
15:06:07	8156/8156	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261a7a793-1fdc%22	https://www.athenastudio.co/themes/naxos/assets/library/wow/wow.min.js	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/assets/library/wow/wow.min.js	(from https://www.athenastudio.co/themes/naxos/image.html)
15:06:08	872/872	---MCZ	200	added ('OK')	application/javascript	etag:W/%22368-5d21873efb47e%22	https://www.athenastudio.co/themes/naxos/assets/library/parallax/jquery.parallax.min.js	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/assets/library/parallax/jquery.parallax.min.js	(from https://www.athenastudio.co/themes/naxos/image.html)
15:06:08	1115/1115	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261a7a757-45b%22	https://www.athenastudio.co/themes/naxos/assets/library/counterup/jquery.counterup.min.js	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/assets/library/counterup/jquery.counterup.min.js	(from https://www.athenastudio.co/themes/naxos/image.html)
15:06:09	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261a7a784-4ef8%22	https://www.athenastudio.co/themes/naxos/assets/library/magnificpopup/jquery.magnific-popup.min.js	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/assets/library/magnificpopup/jquery.magnific-popup.min.js	(from https://www.athenastudio.co/themes/naxos/image.html)
15:06:09	64059/64059	---MCZ	200	added ('OK')	application/javascript	etag:W/%22620cf7cd-fa3b%22	https://www.athenastudio.co/themes/naxos/assets/library/ytplayer/jquery.mb.ytplayer.min.js	C:/Users/Admin/Desktop/testUI/www.athenastudio.co/themes/naxos/assets/library/ytplayer/jquery.mb.ytplayer.min.js	(from https://www.athenastudio.co/themes/naxos/image.html)
